SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
CHHATTISGARH,1932,0,22.9,3.7,9.5,18.8,109.6,525.2,300.9,272.6,56.4,37.6,0.2
CHHATTISGARH,1933,31.6,75.9,14.9,21.9,97.3,310.7,388.9,368.3,286.5,41.4,7.9,5.5
CHHATTISGARH,1934,1.8,0,1.5,11.5,0,263.1,412,483.4,305.3,37,12.3,1.1
CHHATTISGARH,1935,12.2,17.9,5.1,33.4,4.1,132.2,562.1,247.2,247.6,3.8,0,3.6
CHHATTISGARH,1936,31.9,44.7,14.6,4.3,46.6,413.1,463.8,434.5,258,90.4,18.2,6.1
CHHATTISGARH,1937,0,66.2,21.5,76.3,19.2,222.6,501,391.9,237,79.8,1,0.2
CHHATTISGARH,1938,18.4,25.1,5.4,8.2,48.8,269.2,386.8,343.5,266.7,126.6,7,0.1
CHHATTISGARH,1939,6.5,22.8,53.2,19.9,1.1,188.6,427.5,478.6,198.3,79.3,4.6,0
CHHATTISGARH,1940,0.2,23,31.1,26.4,41.5,218.6,542.9,395.6,72.8,67.2,4.9,24.3
CHHATTISGARH,1941,20.8,13.8,18.4,3.3,27.1,240.8,218.6,238.7,146,70.9,6.5,0.2
CHHATTISGARH,1942,13.1,48.2,7.5,18.7,17.7,164.1,540.7,470.7,289.6,23.9,1.6,2.3
CHHATTISGARH,1943,99.5,5.1,1,19.5,32.1,214.2,459.7,386.5,373.6,52.8,1,0
CHHATTISGARH,1944,24.4,78.3,102.9,25,11.1,101.3,611.7,439.8,247.7,142.8,7.5,0.1
CHHATTISGARH,1945,30.1,7.6,0,58.6,7,200.7,428.5,397.2,376.6,71.9,6.4,0.9
CHHATTISGARH,1946,0,11,2.3,35.3,25.3,307.9,419.9,522.5,181.6,63.9,29,0.4
CHHATTISGARH,1947,31,29.9,12,6.7,9.7,140.1,510.6,476.4,283.2,80,4.5,15.6
CHHATTISGARH,1948,31,8,14.2,21.5,11.6,216,390.1,423.7,246.9,42.3,86.4,0
CHHATTISGARH,1949,1.2,7.6,4,9.9,61.5,181.7,381,412.3,280.3,159.8,0,0.2
CHHATTISGARH,1950,0.4,40.1,50.9,1.3,10,172.4,457.2,374.7,148.9,16.7,19.6,0
CHHATTISGARH,1951,4.5,2.8,102.3,59.8,34.5,145.1,338.4,459.4,166.5,96.8,1.5,0
CHHATTISGARH,1952,1.2,20,18.8,18.2,23.4,120.8,439.4,385.8,304,62.8,0,2
CHHATTISGARH,1953,24.3,5.1,0.1,22.7,5.8,140.8,421.3,483.6,209.1,55,2.4,0
CHHATTISGARH,1954,2.7,2.2,4.4,11.7,6.5,114.9,314,358.1,361.4,12.5,0,5.4
CHHATTISGARH,1955,15.1,1.2,3.2,13.5,23.3,242.1,283.1,406,276.6,174.2,2.4,0
CHHATTISGARH,1956,2.2,13.9,7.1,3,68.4,278,468.5,404.3,227.3,69.6,10.7,4
CHHATTISGARH,1957,14.8,10.4,48.7,17,16.2,114.8,449.7,416.7,105.8,28.3,0,0
CHHATTISGARH,1958,9.5,38.8,21.6,17.1,19.2,101.2,509.4,376,265.8,133,29.3,0
CHHATTISGARH,1959,32,3.3,0.2,3.6,15.5,180.4,408.9,473.1,357.9,69,0.1,0.3
CHHATTISGARH,1960,18,0.7,44.4,10.2,11.2,168.6,412.1,441.5,145.4,111.9,0.4,0
CHHATTISGARH,1961,2.5,44.1,5,10.9,16.1,377.4,533.2,467.6,401.2,102.8,5.8,7.3
CHHATTISGARH,1962,3.8,15.8,10.4,23.8,28,130.5,371.6,276.1,210,26.3,2,26.4
CHHATTISGARH,1963,0.4,5.4,8.9,44.8,28.2,160.8,349.4,387.7,258.8,91.2,1.2,0.3
CHHATTISGARH,1964,1,21.9,3.9,6.5,4.5,269.2,371.6,515.3,201.8,109.1,4.1,0
CHHATTISGARH,1965,5.8,4.5,22.3,14.4,8.4,111.1,310,208.3,251.8,4.9,0,0
CHHATTISGARH,1966,20.9,0,2.2,16.3,19,267.8,294,253.4,154.6,25.1,12.8,20.9
CHHATTISGARH,1967,1.7,0,96.8,15.5,12.2,184.3,397.9,508.3,188.5,9.2,0.4,57.6
CHHATTISGARH,1968,25.6,26.1,16.3,19.5,4.5,176.2,354.9,269.9,210.7,59.7,0.7,3.9
CHHATTISGARH,1969,6,1.6,0.6,18.7,46.2,121.8,442.4,291.4,211.4,18.5,6,7.9
CHHATTISGARH,1970,12.1,11.9,44.9,18.9,23.2,237.9,453.2,443.1,236.4,19.9,0,0
CHHATTISGARH,1971,20.3,24.8,11.6,48.8,68.6,384.1,354.6,398.8,127.9,89.6,4.7,0
CHHATTISGARH,1972,0.1,19.2,1.2,15.2,6.2,123.9,319.4,392,232.4,49.2,36.3,3.9
CHHATTISGARH,1973,3.8,10,2.6,3.1,6.9,97.9,429.3,401.9,286.5,223.3,2,0
CHHATTISGARH,1974,0,6.6,2.5,1.5,9.2,115.6,253.4,353.3,100.4,97.3,11.3,0
CHHATTISGARH,1975,9.7,7.4,11.3,3.7,8.7,202.5,403.3,421.3,265.7,140.8,0.9,0
CHHATTISGARH,1976,0.4,4.1,1.1,15.9,12.6,100,569,492.1,174.5,2.8,6.7,0.2
CHHATTISGARH,1977,4.1,4.9,2.2,19,33.7,242.4,509.3,386.3,196.5,19.9,40.9,6.1
CHHATTISGARH,1978,4.1,13.7,18.9,12.8,3.7,257,377.7,470.8,176,11.5,11.9,12.2
CHHATTISGARH,1979,20.7,24.7,0.6,4.4,4.4,176.3,209.8,267.2,155.5,26.1,11.3,3.6
CHHATTISGARH,1980,5.3,2.3,7.9,7.2,15.5,273,426.6,362.2,369.4,21.4,0,4.6
CHHATTISGARH,1981,20.7,1.6,20.7,4,15.6,127.5,356.2,409.1,237.2,20.7,0.9,2.2
CHHATTISGARH,1982,27.2,18.9,22.5,11.5,25,133.5,251.8,501.1,119.1,75.2,10.9,0.6
CHHATTISGARH,1983,0.3,24.9,1.5,20.4,28.4,155.7,324.2,417.6,330.9,58.2,0.6,9.4
CHHATTISGARH,1984,35.3,12.4,0.1,24.9,15.5,291.6,322,400.2,99.8,52.7,0.2,0
CHHATTISGARH,1985,33.2,9.4,0.4,8.7,11.9,137.2,398.9,346,214.6,77.2,0,0
CHHATTISGARH,1986,23.3,45.7,10,11.5,8.7,361.9,367.9,321,98.7,61.9,33.9,24.1
CHHATTISGARH,1987,9.2,9.3,7.9,2.4,22.1,81,409.9,264.8,214,82.5,37.5,2.2
CHHATTISGARH,1988,0.7,25.1,6.2,22.7,8.8,219.7,375,351.1,167.8,28.7,0.4,0.1
CHHATTISGARH,1989,0.1,0,10.5,1,8.9,226.8,372.1,353.7,173.9,10.4,5.2,24.6
CHHATTISGARH,1990,0.5,18.5,9.2,7.4,122.3,293.6,393.9,375.9,268.2,143.6,9.4,1.4
CHHATTISGARH,1991,10.6,1.6,9.2,3.7,4.7,143.8,446.2,411.2,135.1,37.9,9.3,7.6
CHHATTISGARH,1992,0.1,0.3,0.5,1.9,5.4,137.1,401.3,419.1,180,7.9,3,0
CHHATTISGARH,1993,0,5.3,7.1,4.7,10,167.2,351,299.5,298.6,60.1,1.9,0
CHHATTISGARH,1994,3.5,8.4,0,5.2,9.1,413.4,575.7,447.7,212,76.9,2.7,0
CHHATTISGARH,1995,43.5,2.6,24,5.2,24.9,119.5,478.3,356,137.7,69.6,11.2,8.2
CHHATTISGARH,1996,11.1,5.6,3.6,4.8,2.2,195.2,352.4,429.4,156.8,25,0.8,0.2
CHHATTISGARH,1997,6.3,0.1,2.2,45.7,7.2,153.8,384.6,414.7,167.5,30.2,51.4,53.5
CHHATTISGARH,1998,64.9,11.2,27.3,11.9,16.4,156.2,356,259.6,288.3,93.1,47.8,0
CHHATTISGARH,1999,0,3.1,0.1,0,31.5,222.5,310,408.7,253.7,91.2,1.3,0.6
CHHATTISGARH,2000,2.6,0,0.6,1.5,9.3,180.7,322.4,215.6,169.1,4.3,0.2,0.1
CHHATTISGARH,2001,0.8,0.3,14.6,17.6,16.6,339.4,630.6,380.3,108.4,86.9,4.6,0
CHHATTISGARH,2002,41.5,4.9,12.2,3.3,32.1,196.3,138.4,352.4,122.3,57.8,13.3,15.9
CHHATTISGARH,2003,3.7,17.7,12.1,2.6,0.7,128.7,446.6,519.7,384.1,157.6,5.8,14.9
CHHATTISGARH,2004,37.8,16.7,3.1,21.2,6.8,213.1,323.1,351.7,126.5,43.9,0.7,0.1
CHHATTISGARH,2005,57.6,15.6,6.1,6.5,16.4,197,393.8,267.7,240.5,83.5,1.6,1
CHHATTISGARH,2006,2.7,0,26.2,17.2,23.5,92.2,495.1,447.2,184.6,13.3,15.1,0.7
CHHATTISGARH,2007,0,15.7,6.2,11.4,10.4,259.4,309.9,338.8,259.1,67.8,2,0.5
CHHATTISGARH,2008,6.7,9.7,22.2,11.2,9.5,236.4,280.5,305.1,215.4,10.7,1.2,0
CHHATTISGARH,2009,1.2,0,2.3,1.9,11.2,45.3,455,247.1,104.7,43.6,42.5,1.9
CHHATTISGARH,2010,7.9,4.9,1,5.9,12.6,102.6,426.8,340.3,302.5,54.3,20.2,27.6
CHHATTISGARH,2011,0.3,11.5,2.6,35,16.8,183.5,272.6,379.8,382.2,15.5,0,2.8
CHHATTISGARH,2012,36.6,4.8,1.1,14.9,9.4,147.3,430.6,442.2,245.3,19.8,20.4,5
CHHATTISGARH,2013,2.8,19.7,4.9,45.8,5.7,263.6,418.8,336.6,140.9,180.9,0.3,0
CHHATTISGARH,2014,2.3,29,21.4,17.3,25,104.9,416.7,327.7,252.7,77.9,2.6,1.1
CHHATTISGARH,2015,15.8,1.2,21.2,37,13,257.6,248.6,286.6,216.9,17.7,0.6,1.5
COASTAL ANDHRA PRADESH,1915,21.1,17.9,53.3,44.8,63.5,177.3,134.8,226.5,170.5,228.8,208.8,0
COASTAL ANDHRA PRADESH,1916,0.2,5.1,0.5,16.3,43.9,157.9,282.1,197.1,166.2,355.9,126,0.1
COASTAL ANDHRA PRADESH,1917,1.1,25.1,14.9,16.4,105.5,201.4,142.4,215.8,219.6,216,126.5,5
COASTAL ANDHRA PRADESH,1918,25.1,2.5,9.5,13,79.6,109.4,107.4,130.9,149.6,30.8,111.7,8.5
COASTAL ANDHRA PRADESH,1919,41.3,22.9,10.4,23.6,70,111.2,194.8,118.6,161.8,194.5,183.6,8.7
COASTAL ANDHRA PRADESH,1920,9.6,23.8,4.7,25.1,78.4,83,71.6,124.9,113.6,176.5,12.2,0
COASTAL ANDHRA PRADESH,1921,52.3,0.1,0.1,35.3,11.2,97.6,204.6,168,228.7,192.6,24.7,0
COASTAL ANDHRA PRADESH,1922,10.9,0,0,5.3,35.8,103.3,145.6,132.6,117.5,128,174,0.2
COASTAL ANDHRA PRADESH,1923,0.2,58.3,13.5,14.9,39.1,44.3,128.8,53.4,260.6,267.5,245.6,0.1
COASTAL ANDHRA PRADESH,1924,3.7,6.2,0.6,8.8,66.1,66.2,111.6,197.6,349.8,131,240.3,0
COASTAL ANDHRA PRADESH,1925,2.9,0.1,5.6,40.2,196.4,151.4,197.8,223.9,103.4,262.6,46.1,8.1
COASTAL ANDHRA PRADESH,1926,13.7,7.7,78.7,57.1,36.4,72.4,191.4,173.3,162.8,76.7,0.5,0
COASTAL ANDHRA PRADESH,1927,14.1,8.4,18.5,6.3,40,196.4,172.4,197.2,157,66.1,176.5,0
COASTAL ANDHRA PRADESH,1928,0,2.8,1.4,55.1,31,88.7,189,136.4,208.2,385.9,2.2,0.7
COASTAL ANDHRA PRADESH,1929,2.7,37.4,1.5,19.7,41,190,78.3,138.4,146.3,173.1,5.3,25.4
COASTAL ANDHRA PRADESH,1930,0.5,32.4,6.6,23.2,117.3,189.6,112.4,133,136.7,284.1,181.9,5.1
COASTAL ANDHRA PRADESH,1931,0.5,0.4,5.2,8.8,46.9,142.2,177.7,120.5,231.7,388.8,164,0.3
COASTAL ANDHRA PRADESH,1932,0,53.2,0.1,20.8,47.2,79.6,203.3,122.3,147.8,117.2,180,0.1
COASTAL ANDHRA PRADESH,1933,4.1,0,6.8,23.3,88,106,187.1,135.6,193,251.3,67.3,24.8
COASTAL ANDHRA PRADESH,1934,0,0.2,0.6,19.9,21.7,100.5,202.2,207.5,131.5,116.2,80.6,3.2
COASTAL ANDHRA PRADESH,1935,1.2,0.1,4.2,24.7,10.5,94.6,158.9,122.6,191.8,141,1.6,0
COASTAL ANDHRA PRADESH,1936,8.7,127.1,5.8,22.4,145.2,162.7,211.9,188.3,123.9,233.4,91.2,8.1
COASTAL ANDHRA PRADESH,1937,0,71.8,15.2,86.3,30.3,59.3,172.5,153.7,108.7,185.2,8.9,0.2
COASTAL ANDHRA PRADESH,1938,0.1,31.9,7.6,3.5,82.6,158.9,161.3,176.1,294.2,115.2,174.4,0.4
COASTAL ANDHRA PRADESH,1939,3,0,29.7,19.7,11.3,80.2,138.7,121.9,150.1,416.7,95.8,3.2
COASTAL ANDHRA PRADESH,1940,0.2,5.3,65.6,15,202.1,120.3,157.4,186.6,122.1,106.3,75.8,12.4
COASTAL ANDHRA PRADESH,1941,2.6,13.8,4.1,8.2,58.5,192.7,83,97.4,184.1,266.4,107.8,7.8
COASTAL ANDHRA PRADESH,1942,2.9,5.6,2.1,37.2,30.5,84.7,130.9,196.1,142.1,159.7,85.6,2.4
COASTAL ANDHRA PRADESH,1943,20.2,5.3,1.6,72.5,46,142.1,129.5,116.6,195.4,208.2,40.2,0.2
COASTAL ANDHRA PRADESH,1944,4.9,19.4,96.6,24.8,42.5,132.2,179.8,157.6,159.4,304.7,33.9,0
COASTAL ANDHRA PRADESH,1945,1,0,0,48,39.9,46.6,193.3,185.8,201.2,242,19.1,14.7
COASTAL ANDHRA PRADESH,1946,0,3.8,5.4,66,60.7,127.6,179.4,157.7,113.3,94.4,160,2
COASTAL ANDHRA PRADESH,1947,10.3,3,0.8,15.4,18.3,86.5,217.4,216.1,209.8,154.7,58.3,135.5
COASTAL ANDHRA PRADESH,1948,1.4,26.8,7.4,24.8,44.6,92.7,193.5,113.8,232.7,103.7,181.6,1.5
COASTAL ANDHRA PRADESH,1949,7.7,0.6,2.5,32.2,71.2,97.3,231.2,179.2,254.8,319.4,21.3,0
COASTAL ANDHRA PRADESH,1950,0,17.2,31,7,52.8,97.8,221.8,132.3,192.5,130.1,103.2,0.3
COASTAL ANDHRA PRADESH,1951,1.2,0,27.9,46.1,75.4,133.7,285.2,186.5,174.1,89.7,74.2,2.2
COASTAL ANDHRA PRADESH,1952,0,17.4,12.2,28.8,94.2,87.4,130.1,128.8,130.2,251.8,0,35.7
COASTAL ANDHRA PRADESH,1953,13.2,0.6,0,21.5,43.4,136.7,149.6,190.6,183.7,234.8,15.6,0.3
COASTAL ANDHRA PRADESH,1954,0.3,0,9,8,37.5,129.7,218.5,205.7,266.5,263,0,15.3
COASTAL ANDHRA PRADESH,1955,5.1,0.3,18.6,14.2,250.1,118.8,128.9,263.6,177,325.9,76.2,0.3
COASTAL ANDHRA PRADESH,1956,4.2,3.2,0.5,28.6,89.1,210.1,305.2,163.7,209.3,331.1,60.9,2.7
COASTAL ANDHRA PRADESH,1957,0.7,1.8,21.2,14.3,28.3,152.6,149.5,298.1,198.8,125.5,26.9,0
COASTAL ANDHRA PRADESH,1958,7.4,1.8,10.7,17.5,40.9,108.5,281.4,245.6,215.9,527.2,148.4,0.1
COASTAL ANDHRA PRADESH,1959,5.8,10.7,0,14.7,11.5,178.8,272.3,230.9,161.1,227.3,2.6,5
COASTAL ANDHRA PRADESH,1960,1.4,0.2,25.1,1.3,18.3,167.8,196.4,92.5,287.3,108.8,24.3,20.3
COASTAL ANDHRA PRADESH,1961,9.6,28.4,2.3,9,44.4,138.6,199.8,172.9,181.2,282.3,48.7,2.1
COASTAL ANDHRA PRADESH,1962,3.7,8.7,0.9,34.6,69.6,121.1,231.3,179.1,288.1,357.6,35.8,15
COASTAL ANDHRA PRADESH,1963,0,0,7,50.2,23.5,126.6,137.4,176.1,131.3,371.7,0.1,0
COASTAL ANDHRA PRADESH,1964,0.7,11.2,1.1,6,33.5,116.9,170.1,226.4,353.6,76.2,64.6,0.7
COASTAL ANDHRA PRADESH,1965,1.4,1.2,7.1,35.4,36.7,52,166.3,157.5,208.1,61.3,25,2.3
COASTAL ANDHRA PRADESH,1966,40.1,1.2,5,8.6,22.8,107.1,243.3,163.9,128.7,66.5,146.6,20.9
COASTAL ANDHRA PRADESH,1967,13.1,0.1,71.8,18.6,19.7,124.3,245.6,124.6,141.5,27.9,4.6,51.4
COASTAL ANDHRA PRADESH,1968,11.3,11.8,13.6,42.9,28,70.8,170.2,45.5,164.8,197.2,78.1,4.8
COASTAL ANDHRA PRADESH,1969,0.2,0.4,2.7,5.6,262.6,125.1,192.4,99.8,122.7,208,201.7,58.5
COASTAL ANDHRA PRADESH,1970,0.9,9.7,22.3,18.7,95,174,182.5,243.5,133.3,183.3,0.8,0
COASTAL ANDHRA PRADESH,1971,1,26.4,12.7,104.1,88.3,86.4,99.8,205.3,222,186.2,1,0
COASTAL ANDHRA PRADESH,1972,0,32.5,0,32.1,20.7,125.1,121.3,80.8,191.6,324.2,86.8,13.3
COASTAL ANDHRA PRADESH,1973,0,0.4,12,1.1,45.2,73.3,158.6,178.4,132.5,233.7,23.5,0.3
COASTAL ANDHRA PRADESH,1974,0.1,1.5,11.2,12.9,34.9,120.4,126.3,132.8,194.3,274.2,36.3,0
COASTAL ANDHRA PRADESH,1975,0.2,10.5,0.3,2.6,33.5,200.7,154.2,210.9,230.8,300.8,47.6,0.3
COASTAL ANDHRA PRADESH,1976,0,1.1,2.7,22.7,36.9,78.4,199,228.8,92.2,81.3,345.9,1.1
COASTAL ANDHRA PRADESH,1977,1.5,0,1.2,62.5,102.4,112.5,149.7,176.8,112.3,121,289.9,3
COASTAL ANDHRA PRADESH,1978,9.1,18,12.2,29.4,19,166.7,193.1,258.5,194.2,77.8,54.2,6
COASTAL ANDHRA PRADESH,1979,0.6,30.2,0.1,15.2,125.1,108.7,97.3,95.5,233.2,52.2,160.6,15.5
COASTAL ANDHRA PRADESH,1980,0.5,2.4,5.6,16.1,31.5,217.5,169.3,176.7,128,205,48.4,13.8
COASTAL ANDHRA PRADESH,1981,16,0.1,31.4,15.2,62.3,99.7,181.3,149.5,264,89.7,18,2.1
COASTAL ANDHRA PRADESH,1982,1.6,0.5,7.5,37.5,47.6,94.4,151.2,148.3,135.7,210.6,53.5,0.1
COASTAL ANDHRA PRADESH,1983,0.1,17.3,4.6,8.8,56.2,147,188.1,264.1,259.2,232.7,7.6,10.2
COASTAL ANDHRA PRADESH,1984,5.7,9.8,1.8,26.5,21.2,89.1,219,123.1,154.8,111.8,20.9,1.6
COASTAL ANDHRA PRADESH,1985,42.7,0.4,1.7,7,17.9,105.1,198.6,179.3,88.6,248.2,32.6,45.5
COASTAL ANDHRA PRADESH,1986,32.6,25.9,2.2,26.6,44.1,101,106,336.2,95.3,124.4,111.9,3.7
COASTAL ANDHRA PRADESH,1987,20.9,0.2,24,16.9,52.9,75.6,99.7,163.4,103.4,265,243.6,14.2
COASTAL ANDHRA PRADESH,1988,0,16.7,2.3,38.4,69.6,68.2,313.4,269.8,277.5,78.6,5.8,24.6
COASTAL ANDHRA PRADESH,1989,0.1,0.1,37.4,7.3,31.9,128.3,329.6,235.5,189.6,55.5,13.2,1.6
COASTAL ANDHRA PRADESH,1990,10.3,81.1,84.5,24.2,507.7,107.4,102.5,223.2,158.5,248.7,58.9,4.3
COASTAL ANDHRA PRADESH,1991,19.6,3.3,6.6,17.9,24.5,215.5,145.3,134.4,265.7,148.7,132.4,8.3
COASTAL ANDHRA PRADESH,1992,13.1,4.3,0,9.1,45.5,75.6,208.4,207.2,145.8,147.5,144.4,0
COASTAL ANDHRA PRADESH,1993,2.2,9.8,16.6,26.6,71.7,73.2,166.2,99.3,172.9,196.2,17.5,17.5
COASTAL ANDHRA PRADESH,1994,7.2,17.4,3.1,30.6,49.2,62.5,218.3,156.5,137,257.6,213.4,2.1
COASTAL ANDHRA PRADESH,1995,27.5,2.5,12,19.8,257.8,80,225.3,212.7,128.6,329.6,50.1,6.1
COASTAL ANDHRA PRADESH,1996,3.4,5.8,4.4,23.7,23.8,236.8,206.9,225.2,160.5,240,68.9,11.4
COASTAL ANDHRA PRADESH,1997,15.1,5.6,19.7,62.6,25.2,63.1,156,128.1,315.5,83.6,51.7,45.7
COASTAL ANDHRA PRADESH,1998,12.6,35.7,24.7,38.9,33.6,136.2,214.1,252.2,255.5,178.6,128.6,0
COASTAL ANDHRA PRADESH,1999,0.1,2.7,0.2,11,74.3,126.4,154.2,136.6,137.5,153.9,28.3,0
COASTAL ANDHRA PRADESH,2000,0.1,42.4,0.7,19.1,68.4,200.5,154.1,311.5,102.9,69.6,10.6,12.4
COASTAL ANDHRA PRADESH,2001,4.6,3.8,20,54.1,50.8,117.2,123,170.7,187.2,196,78,4.1
COASTAL ANDHRA PRADESH,2002,28,0,7.3,34.8,35,115.2,74.7,173.5,71.7,148.7,14.3,0
COASTAL ANDHRA PRADESH,2003,6.2,19.4,40.7,19.4,12.2,104,241.7,158.3,130.2,252.3,11.5,101.1
COASTAL ANDHRA PRADESH,2004,24,11.4,11.6,40.1,57.6,152.8,192.1,125,101.7,147.9,9.4,0.2
COASTAL ANDHRA PRADESH,2005,13.6,8,17.4,32.2,48.4,88.1,151.5,105.9,398.1,298,56.2,4.2
COASTAL ANDHRA PRADESH,2006,0,0,30.7,58,67.6,132,126.8,279.7,224.1,185.4,55.3,0
COASTAL ANDHRA PRADESH,2007,0,5.1,0.1,8.5,13,300.1,141,164.4,287.1,167.7,11.9,0.5
COASTAL ANDHRA PRADESH,2008,3.2,61.6,93.8,18.5,34.9,119.8,208.5,276.2,166.8,51.6,71.4,1.2
COASTAL ANDHRA PRADESH,2009,0,0,5.7,6.4,53,72.6,140.9,163.5,151.9,92.6,102.6,1.3
COASTAL ANDHRA PRADESH,2010,21.8,2.3,4.4,14.8,162,156.1,318.9,248.6,230.5,204,210.9,138.2
COASTAL ANDHRA PRADESH,2011,0,17.9,0.9,62.3,67.9,86.8,196,215.8,129.7,74.6,4.9,5
COASTAL ANDHRA PRADESH,2012,37.6,0,2.7,24,39.3,95.4,221.9,221.2,246.5,140,289.7,0
COASTAL ANDHRA PRADESH,2013,2,29.6,0.2,48,28.2,127.5,162.4,123.1,132,411.5,53.1,2.8
COASTAL ANDHRA PRADESH,2014,0.4,1.2,9.1,6,112.9,45.7,151.8,177.8,144.5,195.6,23.7,6.4
COASTAL ANDHRA PRADESH,2015,2,0.6,5.5,32.3,34.1,283.8,116,192,201.8,59.7,81.2,2
TELANGANA,1915,15.4,8.6,77.8,18.8,26.7,165.6,140.4,236.2,186.8,122,23.6,0.1
TELANGANA,1916,0,4.1,0,15.9,16.1,233.2,216.4,137,291.8,153.1,95.1,0
TELANGANA,1917,0,65.5,33,34.1,52.7,184.1,267.5,180.1,275.6,106.7,6.6,0
TELANGANA,1918,20.2,0,32.6,8.3,55.5,97.8,106.1,89.6,96.9,6.4,7.5,33.9
TELANGANA,1919,5.5,39.2,31.3,35,23.6,158.8,139.4,115.3,129.9,130.6,78.5,7.4
TELANGANA,1920,7.4,0,1.7,24.4,31.4,62.8,138.8,66.5,78.9,24.9,0,0
TELANGANA,1921,7.1,0,0.1,5.4,5.5,200.9,296.7,161.1,240.7,68,17.9,0
TELANGANA,1922,55.3,0,0,6.6,50.1,69.2,184.3,158.3,170.2,23,50.7,0
TELANGANA,1923,3,5.3,23.3,10.7,18,43.5,222.8,80.3,334.4,44,1,0
TELANGANA,1924,37,0,0,9.2,34.6,62.8,124.7,220.2,288.2,51.6,116.1,0
TELANGANA,1925,0,0,0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1
TELANGANA,1926,46.1,2,24,48.8,24,74.7,227.3,205.1,70.5,41,0,0
TELANGANA,1927,9.6,11,4.6,2,14.3,248.3,266,158.5,142.4,59.9,89,0
TELANGANA,1928,0,15.8,47.3,4.5,27.9,143.9,248.6,191.6,215.2,104.1,0,7.4
TELANGANA,1929,5.3,64.8,0,21.7,2.8,146,115,142.2,232.5,35.9,0,24.5
TELANGANA,1930,0,14.7,5.4,13.5,1.7,184.9,131.1,144.7,215.6,60,64.3,0
TELANGANA,1931,0.3,5.1,4,13.3,25.9,187.3,368.6,155.9,288.1,107.4,25.5,1.6
TELANGANA,1932,0,40.3,1.3,17.6,25.8,119.7,300.4,179,172.9,32,60.9,0
TELANGANA,1933,12.9,17.4,15.7,25,63.4,332,243.4,226.7,262.2,128.9,24,44.5
TELANGANA,1934,0.1,0,0.1,18.3,1.2,111.7,296.9,280.2,162.3,15.2,42,0
TELANGANA,1935,16.2,3.4,1.4,42.2,2.7,115.1,309.7,162.9,198.3,43.5,2.6,0.5
TELANGANA,1936,2.5,79.1,15.3,8.4,73.7,200,268.9,220.9,128.4,96.4,48.2,15.1
TELANGANA,1937,0,33.2,28.6,105.6,3,77.8,285.8,102.4,153.6,72.1,0.9,3
TELANGANA,1938,0,41.3,14.2,16.6,27.8,226.3,331.6,256.5,201.9,59.2,0,0
TELANGANA,1939,0,0,22,16.7,3,73.5,173.2,202.5,107.1,130.3,11.8,0
TELANGANA,1940,0,0.5,11.4,33.6,91.4,128.5,345.8,281.5,94.7,64.9,22.2,8.1
TELANGANA,1941,16.6,3.3,4.8,4.8,17.5,121.4,87.9,149.9,137.5,49.6,0.7,0.4
TELANGANA,1942,0,23,0.2,31.7,30.9,160,250.1,277.3,107.4,20.9,3.9,1.6
TELANGANA,1943,15.2,0.6,1.7,34.4,26.9,180.4,179.3,133.4,262.2,62.7,2.6,0
TELANGANA,1944,0,13.7,82.3,5.4,15.7,114.5,224.1,142.4,207.7,131.9,22.7,0
TELANGANA,1945,4.3,0,0,39,11.2,144.5,332.1,238.4,159.1,94.1,4.8,0
TELANGANA,1946,0,15.9,5.2,21.7,14.5,152.1,287.2,149.5,85,30.7,57.5,3.6
TELANGANA,1947,13.4,18,3.3,1.8,10.8,59.9,273.3,315.5,248.3,35.3,16.2,9.7
TELANGANA,1948,3.7,4.6,5.1,20,15,71.4,239.3,165.4,242.5,25,123,0
TELANGANA,1949,0.5,0,2.4,13.8,67.9,152,335.5,173.6,198.1,94.6,0.2,0
TELANGANA,1950,0,34.7,14.2,0.2,11.6,78.4,222.7,118.5,254.1,21.8,4.7,0.5
TELANGANA,1951,0,0,56.1,20.1,31.1,116.8,356,151.7,103.9,64.4,0.7,0
TELANGANA,1952,0.5,16.4,0.8,12.4,32.5,80.1,205.1,148.9,137.7,88.3,0.2,6.9
TELANGANA,1953,5.1,0,3,26.8,0.7,224,200.9,364.5,269.5,175.8,1.7,0
TELANGANA,1954,0,0,13.2,4.3,14.4,105.3,300.4,192.5,252.9,44.2,0,1.2
TELANGANA,1955,1,0,2.9,9.8,27.8,230.3,259.9,300.1,249.7,116.2,5.5,0
TELANGANA,1956,0.7,1.5,1.9,5.9,52.9,220.1,393.8,133.3,156.9,94.5,59.1,0
TELANGANA,1957,0,7.7,23.7,33.4,18.6,157.9,206.9,358.5,100.9,75.6,0,0
TELANGANA,1958,2.1,4.9,10,24.7,14.1,72.9,407.5,351.7,135.2,69.8,20.9,0
TELANGANA,1959,1,0.4,0,4,16.3,163.7,403.2,348.3,212.8,68.6,4.2,1.7
TELANGANA,1960,0.7,0,32.9,4.1,21.9,223.9,203.6,82.1,197.5,59.4,12,1.4
TELANGANA,1961,0.8,6.1,2.7,11.8,46.1,142.2,368.3,209.2,144.5,188.3,26.4,0.2
TELANGANA,1962,0.2,25.1,2.1,47,20.3,84.5,270.5,264.1,289.6,62.5,38.6,34.2
